datetime,product_name,amount,payment_method,customer_type
2024/1/4 13:09,豚汁セット,380,電子マネー,worker
2024/1/4 17:15,豚汁セット,380,現金,student
2024/1/4 16:32,焼肉弁当,480,現金,student
2024/1/4 12:57,豚汁セット,380,電子マネー,worker
2024/1/4 12:00,ヘルシー野菜カレー,620,現金,worker
2024/1/4 13:55,温かいうどん弁当,420,現金,worker
2024/1/4 13:44,野菜たっぷり豚しゃぶ弁当,720,電子マネー,worker
2024/1/4 16:31,豚汁セット,380,電子マネー,student
2024/1/4 13:02,豚汁セット,380,現金,worker
2024/1/4 12:41,温かいうどん弁当,420,カード,worker
2024/1/4 16:03,豚汁セット,380,現金,student
2024/1/4 12:17,豚汁セット,380,カード,worker
2024/1/4 13:56,豆腐ハンバーグ弁当,590,カード,worker
2024/1/4 13:41,豚汁セット,380,カード,worker
2024/1/4 12:06,ヘルシー野菜カレー,620,電子マネー,worker
2024/1/4 12:23,温かいうどん弁当,420,カード,worker
2024/1/4 12:37,豚汁セット,380,電子マネー,student
2024/1/4 16:23,温かいうどん弁当,420,現金,student
2024/1/4 13:55,野菜たっぷり豚しゃぶ弁当,720,電子マネー,worker
2024/1/4 17:21,温かいうどん弁当,420,カード,student
2024/1/4 14:22,温かいうどん弁当,420,現金,worker
2024/1/4 12:59,温かいうどん弁当,420,電子マネー,worker
2024/1/4 13:04,豚汁セット,380,カード,worker
2024/1/4 16:25,温かいうどん弁当,420,現金,student
2024/1/4 16:10,豚汁セット,380,電子マネー,student
2024/1/4 14:07,豚汁セット,380,現金,worker
2024/1/4 12:55,温かいうどん弁当,420,カード,worker
2024/1/4 13:40,豚汁セット,380,カード,worker
2024/1/4 13:14,豚汁セット,380,電子マネー,worker
2024/1/4 12:44,豚汁セット,380,電子マネー,worker
2024/1/4 12:15,豚汁セット,380,カード,worker
2024/1/4 13:10,豚汁セット,380,現金,worker
2024/1/4 17:13,温かいうどん弁当,420,電子マネー,student
2024/1/4 12:40,温かいうどん弁当,420,電子マネー,worker
2024/1/4 16:47,豚汁セット,380,カード,student
2024/1/4 12:41,豆腐ハンバーグ弁当,590,現金,worker
2024/1/4 12:26,温かいうどん弁当,420,カード,worker
2024/1/4 18:09,焼肉弁当,480,電子マネー,student
2024/1/4 12:22,温かいうどん弁当,420,カード,worker
2024/1/4 13:03,温かいうどん弁当,420,電子マネー,worker
2024/1/4 17:07,豚汁セット,380,電子マネー,worker
2024/1/4 16:02,焼肉弁当,480,カード,student
2024/1/4 17:14,豚汁セット,380,カード,student
2024/1/4 15:35,温かいうどん弁当,420,カード,student
2024/1/4 13:55,鮭の塩焼き弁当,650,カード,worker
2024/1/4 14:51,温かいうどん弁当,420,カード,worker
2024/1/4 16:47,からあげ弁当,350,カード,student
2024/1/4 13:27,豚汁セット,380,現金,worker
2024/1/4 16:44,豚汁セット,380,現金,student
2024/1/4 12:54,豚汁セット,380,現金,worker
2024/1/4 12:57,豚汁セット,380,カード,worker
2024/1/4 14:19,温かいうどん弁当,420,現金,student
2024/1/4 12:35,豚汁セット,380,カード,worker
2024/1/4 13:40,温かいうどん弁当,420,現金,worker
2024/1/4 12:06,豚汁セット,380,カード,student
2024/1/4 13:20,温かいうどん弁当,420,カード,worker
2024/1/4 17:14,豚カツ弁当,480,カード,student
2024/1/4 13:16,豚汁セット,380,電子マネー,student
2024/1/4 12:11,温かいうどん弁当,420,電子マネー,worker
2024/1/4 14:48,豚汁セット,380,現金,worker
2024/1/4 12:57,豚汁セット,380,電子マネー,worker
2024/1/4 12:18,温かいうどん弁当,420,電子マネー,worker
2024/1/4 12:58,豚汁セット,380,電子マネー,worker
2024/1/4 16:47,温かいうどん弁当,420,カード,student
2024/1/4 13:28,温かいうどん弁当,420,電子マネー,worker
2024/1/4 16:49,温かいうどん弁当,420,カード,student
2024/1/4 14:46,ヘルシー野菜カレー,620,電子マネー,worker
2024/1/4 12:30,豚汁セット,380,カード,worker
2024/1/4 12:49,温かいうどん弁当,420,現金,worker
2024/1/4 15:31,温かいうどん弁当,420,カード,student
2024/1/4 15:37,温かいうどん弁当,420,カード,student
2024/1/4 12:15,温かいうどん弁当,420,電子マネー,student
2024/1/4 12:04,温かいうどん弁当,420,カード,student
2024/1/4 13:37,豚汁セット,380,現金,worker
2024/1/4 12:59,豚汁セット,380,電子マネー,worker
2024/1/4 13:30,豚汁セット,380,カード,worker
2024/1/4 12:25,豚汁セット,380,カード,student
2024/1/4 12:35,豚汁セット,380,現金,worker
2024/1/4 12:31,サラダチキン弁当,680,電子マネー,worker
2024/1/4 12:15,温かいうどん弁当,420,電子マネー,worker
2024/1/4 15:36,温かいうどん弁当,420,電子マネー,student
2024/1/4 18:11,豚汁セット,380,電子マネー,worker
2024/1/4 12:50,温かいうどん弁当,420,電子マネー,worker
2024/1/4 18:03,温かいうどん弁当,420,カード,student
2024/1/4 16:32,温かいうどん弁当,420,現金,student
2024/1/4 12:33,豚汁セット,380,カード,worker
2024/1/4 14:37,温かいうどん弁当,420,カード,student
2024/1/4 12:18,温かいうどん弁当,420,カード,worker
2024/1/4 12:26,温かいうどん弁当,420,カード,worker
2024/1/4 14:45,温かいうどん弁当,420,カード,worker
2024/1/4 17:56,牛丼弁当,380,現金,student
2024/1/4 13:07,サラダチキン弁当,680,現金,worker
2024/1/4 17:30,からあげ弁当,350,電子マネー,student
2024/1/4 16:36,温かいうどん弁当,420,現金,student
2024/1/4 15:13,豚汁セット,380,現金,student
2024/1/4 12:10,温かいうどん弁当,420,現金,worker
2024/1/4 16:33,温かいうどん弁当,420,電子マネー,student
2024/1/4 17:00,温かいうどん弁当,420,現金,student
2024/1/4 12:06,温かいうどん弁当,420,電子マネー,worker
2024/1/4 12:11,豚汁セット,380,カード,worker
2024/1/4 12:15,豚汁セット,380,現金,worker
2024/1/4 11:12,温かいうどん弁当,420,現金,worker
2024/1/4 12:45,サラダチキン弁当,680,電子マネー,worker
2024/1/4 12:08,温かいうどん弁当,420,現金,worker
2024/1/4 14:33,サラダチキン弁当,680,電子マネー,worker
2024/1/4 14:25,豚汁セット,380,現金,worker
2024/1/4 12:06,サラダチキン弁当,680,現金,worker
2024/1/4 12:22,温かいうどん弁当,420,現金,student
2024/1/4 12:57,豚汁セット,380,現金,worker
2024/1/4 12:05,豆腐ハンバーグ弁当,590,電子マネー,worker
2024/1/4 11:07,豆腐ハンバーグ弁当,590,現金,worker
2024/1/4 16:52,温かいうどん弁当,420,カード,student
2024/1/4 11:08,温かいうどん弁当,420,電子マネー,worker
2024/1/4 12:17,豚汁セット,380,現金,worker
2024/1/4 12:40,野菜たっぷり豚しゃぶ弁当,720,電子マネー,worker
2024/1/4 12:34,豚汁セット,380,電子マネー,worker
2024/1/4 13:04,豆腐ハンバーグ弁当,590,カード,worker
2024/1/4 13:22,ヘルシー野菜カレー,620,電子マネー,worker
2024/1/4 12:53,豚汁セット,380,電子マネー,student
2024/1/4 13:17,野菜たっぷり豚しゃぶ弁当,720,電子マネー,worker
2024/1/4 19:03,豆腐ハンバーグ弁当,590,カード,worker
2024/1/4 13:35,豚汁セット,380,現金,worker
2024/1/4 16:17,豚汁セット,380,現金,student
2024/1/4 11:18,温かいうどん弁当,420,電子マネー,worker
2024/1/4 11:27,豚汁セット,380,電子マネー,worker
2024/1/4 16:02,豚汁セット,380,カード,student
2024/1/5 14:34,豚汁セット,380,カード,worker
2024/1/5 13:08,ヘルシー野菜カレー,620,現金,worker
2024/1/5 12:19,豚汁セット,380,電子マネー,worker
2024/1/5 11:53,豚汁セット,380,現金,worker
2024/1/5 13:53,温かいうどん弁当,420,カード,worker
2024/1/5 12:20,豚汁セット,380,カード,worker
2024/1/5 13:28,豚汁セット,380,電子マネー,worker
2024/1/5 11:08,野菜たっぷり豚しゃぶ弁当,720,現金,worker
2024/1/5 12:18,豚汁セット,380,カード,worker
2024/1/5 12:15,温かいうどん弁当,420,カード,worker
2024/1/5 14:19,野菜たっぷり豚しゃぶ弁当,720,現金,worker
2024/1/5 12:02,豚汁セット,380,現金,worker
2024/1/5 13:32,豚汁セット,380,電子マネー,worker
2024/1/5 13:27,鮭の塩焼き弁当,650,電子マネー,worker
2024/1/5 12:16,ヘルシー野菜カレー,620,現金,worker
2024/1/5 13:36,豚汁セット,380,電子マネー,worker
2024/1/5 12:21,豚汁セット,380,カード,worker
2024/1/5 13:10,温かいうどん弁当,420,現金,worker
2024/1/5 13:28,温かいうどん弁当,420,カード,worker
2024/1/5 17:52,豚汁セット,380,現金,worker
2024/1/5 11:50,豚汁セット,380,現金,worker
2024/1/5 14:32,豚汁セット,380,カード,worker
2024/1/5 12:39,温かいうどん弁当,420,電子マネー,worker
2024/1/5 12:02,温かいうどん弁当,420,電子マネー,worker
2024/1/5 12:09,豚汁セット,380,カード,worker
2024/1/5 12:29,温かいうどん弁当,420,電子マネー,worker
2024/1/5 14:32,温かいうどん弁当,420,カード,worker
2024/1/5 12:22,温かいうどん弁当,420,電子マネー,worker
2024/1/5 13:59,温かいうどん弁当,420,電子マネー,worker
2024/1/5 12:23,鮭の塩焼き弁当,650,現金,worker
2024/1/5 12:48,温かいうどん弁当,420,カード,worker
2024/1/5 13:10,温かいうどん弁当,420,現金,worker
2024/1/5 12:30,温かいうどん弁当,420,電子マネー,worker
2024/1/5 12:40,サラダチキン弁当,680,カード,worker
2024/1/5 13:17,温かいうどん弁当,420,現金,worker
2024/1/5 13:50,豚汁セット,380,カード,worker
2024/1/5 12:14,豚汁セット,380,電子マネー,worker
2024/1/5 12:00,温かいうどん弁当,420,カード,worker
2024/1/5 12:10,豚汁セット,380,電子マネー,worker
2024/1/5 12:38,温かいうどん弁当,420,電子マネー,worker
2024/1/5 12:32,ヘルシー野菜カレー,620,現金,worker
2024/1/5 12:44,温かいうどん弁当,420,電子マネー,worker
2024/1/5 12:50,温かいうどん弁当,420,現金,worker
2024/1/5 12:27,ヘルシー野菜カレー,620,カード,worker
2024/1/5 12:26,豚汁セット,380,電子マネー,worker
2024/1/5 12:14,温かいうどん弁当,420,電子マネー,worker
2024/1/5 13:01,温かいうどん弁当,420,電子マネー,worker
2024/1/5 12:52,豚汁セット,380,現金,worker
2024/1/5 13:12,温かいうどん弁当,420,カード,worker
2024/1/5 13:11,温かいうどん弁当,420,カード,worker
2024/1/5 14:56,豚汁セット,380,現金,worker
2024/1/5 12:26,温かいうどん弁当,420,電子マネー,worker
2024/1/5 11:23,温かいうどん弁当,420,現金,worker
2024/1/5 14:22,豚汁セット,380,現金,worker
2024/1/5 12:19,豚汁セット,380,カード,worker
2024/1/5 12:28,鮭の塩焼き弁当,650,現金,worker
2024/1/5 13:56,豚汁セット,380,カード,worker
2024/1/5 12:56,豆腐ハンバーグ弁当,590,電子マネー,worker
2024/1/5 15:28,豚汁セット,380,電子マネー,worker
2024/1/5 13:18,豚汁セット,380,電子マネー,worker
2024/1/5 13:11,温かいうどん弁当,420,現金,worker
2024/1/5 18:11,サラダチキン弁当,680,電子マネー,worker
2024/1/5 12:15,温かいうどん弁当,420,電子マネー,worker
2024/1/5 12:59,鮭の塩焼き弁当,650,現金,worker
2024/1/5 12:32,豚汁セット,380,カード,worker
2024/1/5 16:23,温かいうどん弁当,420,電子マネー,worker
2024/1/5 13:08,温かいうどん弁当,420,現金,worker
2024/1/5 12:08,サラダチキン弁当,680,現金,worker
2024/1/5 13:28,温かいうどん弁当,420,現金,worker
2024/1/5 13:35,鮭の塩焼き弁当,650,カード,worker
2024/1/5 12:43,サラダチキン弁当,680,カード,worker
2024/1/5 13:01,豆腐ハンバーグ弁当,590,電子マネー,worker
2024/1/5 12:57,豚汁セット,380,カード,worker
2024/1/5 11:44,温かいうどん弁当,420,現金,worker
2024/1/5 13:50,温かいうどん弁当,420,現金,worker
2024/1/5 12:23,サラダチキン弁当,680,カード,worker
2024/1/5 12:01,サラダチキン弁当,680,カード,worker
2024/1/5 13:13,豚汁セット,380,現金,worker
2024/1/5 18:10,野菜たっぷり豚しゃぶ弁当,720,カード,worker
2024/1/5 12:59,温かいうどん弁当,420,現金,worker
2024/1/5 12:43,温かいうどん弁当,420,現金,worker
2024/1/5 12:07,温かいうどん弁当,420,電子マネー,worker
2024/1/5 12:54,温かいうどん弁当,420,現金,worker
2024/1/5 13:38,豚汁セット,380,カード,worker
2024/1/5 12:14,温かいうどん弁当,420,電子マネー,worker
2024/1/5 12:29,温かいうどん弁当,420,電子マネー,worker
2024/1/5 12:04,豚汁セット,380,カード,worker
2024/1/5 13:28,温かいうどん弁当,420,電子マネー,worker
2024/1/5 12:18,豚汁セット,380,現金,worker
2024/1/5 12:17,温かいうどん弁当,420,電子マネー,worker
2024/1/5 11:07,温かいうどん弁当,420,電子マネー,worker
2024/1/5 11:37,豚汁セット,380,カード,worker
2024/1/5 12:50,ヘルシー野菜カレー,620,現金,worker
2024/1/5 13:14,サラダチキン弁当,680,現金,worker
2024/1/5 12:32,温かいうどん弁当,420,現金,worker
2024/1/5 13:23,豚汁セット,380,電子マネー,worker
2024/1/5 13:08,温かいうどん弁当,420,現金,worker
2024/1/5 15:05,温かいうどん弁当,420,カード,worker
2024/1/5 12:49,ヘルシー野菜カレー,620,現金,worker
2024/1/5 13:18,豚汁セット,380,電子マネー,worker
2024/1/5 16:30,温かいうどん弁当,420,電子マネー,student
2024/1/5 16:38,豚カツ弁当,480,カード,student
2024/1/5 15:56,豚汁セット,380,現金,student
2024/1/5 13:22,温かいうどん弁当,420,電子マネー,student
2024/1/5 16:51,豚汁セット,380,カード,student
2024/1/5 12:10,豚汁セット,380,電子マネー,student
2024/1/5 16:55,温かいうどん弁当,420,現金,student
2024/1/5 14:34,豚汁セット,380,現金,student
2024/1/5 12:56,豚汁セット,380,カード,student
2024/1/5 15:47,豚汁セット,380,電子マネー,student
2024/1/5 13:04,温かいうどん弁当,420,現金,student
2024/1/5 16:21,温かいうどん弁当,420,カード,student
2024/1/5 12:41,豚汁セット,380,現金,student
2024/1/5 14:12,豚汁セット,380,カード,student
2024/1/5 17:50,温かいうどん弁当,420,カード,student
2024/1/5 12:15,温かいうどん弁当,420,電子マネー,student
2024/1/5 15:37,温かいうどん弁当,420,電子マネー,student
2024/1/5 17:36,温かいうどん弁当,420,電子マネー,student
2024/1/5 16:32,豚汁セット,380,現金,student
2024/1/5 15:08,チキンカツ弁当,420,カード,student
2024/1/5 16:13,温かいうどん弁当,420,現金,student
2024/1/5 12:26,焼肉弁当,480,電子マネー,student
2024/1/5 15:16,温かいうどん弁当,420,電子マネー,student
2024/1/5 15:13,温かいうどん弁当,420,カード,student
2024/1/5 18:43,豚汁セット,380,現金,student
2024/1/5 12:16,からあげ弁当,350,現金,student
2024/1/5 15:26,温かいうどん弁当,420,カード,student
2024/1/5 12:02,豚汁セット,380,電子マネー,student
2024/1/5 12:03,温かいうどん弁当,420,カード,student
2024/1/5 13:00,焼肉弁当,480,カード,student
2024/1/5 16:53,温かいうどん弁当,420,カード,student
2024/1/5 12:50,温かいうどん弁当,420,現金,student
2024/1/5 13:48,からあげ弁当,350,電子マネー,student
2024/1/5 13:13,豚汁セット,380,現金,student
2024/1/5 12:42,豚汁セット,380,現金,student
2024/1/5 15:55,豚汁セット,380,現金,student
2024/1/5 17:05,豚汁セット,380,カード,student
2024/1/5 12:45,豚汁セット,380,カード,student
2024/1/5 15:29,からあげ弁当,350,カード,student
2024/1/5 12:22,焼肉弁当,480,現金,student
2024/1/5 15:22,豚汁セット,380,カード,student
2024/1/5 16:09,温かいうどん弁当,420,現金,student
2024/1/5 16:47,チキンカツ弁当,420,現金,student
2024/1/5 17:46,豚汁セット,380,カード,student
2024/1/5 16:05,牛丼弁当,380,カード,student
2024/1/5 18:07,豚汁セット,380,電子マネー,student
2024/1/5 15:06,牛丼弁当,380,電子マネー,student
2024/1/5 16:30,温かいうどん弁当,420,現金,student
2024/1/5 15:55,温かいうどん弁当,420,カード,student
2024/1/5 17:18,豚汁セット,380,電子マネー,student
2024/1/5 12:44,温かいうどん弁当,420,カード,worker
2024/1/5 14:56,豆腐ハンバーグ弁当,590,電子マネー,worker
2024/1/5 17:04,からあげ弁当,350,カード,student
2024/1/5 15:56,豚汁セット,380,カード,student
2024/1/5 12:01,野菜たっぷり豚しゃぶ弁当,720,電子マネー,worker
2024/1/5 12:41,豚汁セット,380,電子マネー,worker
2024/1/5 12:57,豚汁セット,380,カード,worker
2024/1/5 14:24,豚汁セット,380,電子マネー,student
2024/1/5 13:13,野菜たっぷり豚しゃぶ弁当,720,電子マネー,worker
2024/1/6 14:54,豚汁セット,380,電子マネー,student
2024/1/6 18:54,豚汁セット,380,現金,tourist
2024/1/6 14:51,温かいうどん弁当,420,カード,tourist
2024/1/6 11:26,赤レンガ倉庫弁当,1080,カード,tourist
2024/1/6 16:09,温かいうどん弁当,420,電子マネー,tourist
2024/1/6 16:15,みなとみらい海鮮弁当,1150,現金,tourist
2024/1/6 16:48,温かいうどん弁当,420,現金,tourist
2024/1/6 12:55,温かいうどん弁当,420,現金,tourist
2024/1/6 15:18,温かいうどん弁当,420,電子マネー,tourist
2024/1/6 14:18,崎陽軒風シウマイ弁当,1200,現金,tourist
2024/1/6 16:42,温かいうどん弁当,420,電子マネー,tourist
2024/1/6 17:51,横浜中華街弁当,980,現金,tourist
2024/1/6 13:58,崎陽軒風シウマイ弁当,1200,カード,tourist
2024/1/6 13:37,豚汁セット,380,電子マネー,tourist
2024/1/6 11:17,横浜中華街弁当,980,現金,tourist
2024/1/6 13:04,豚汁セット,380,電子マネー,tourist
2024/1/6 12:36,豚汁セット,380,電子マネー,tourist
2024/1/6 13:08,温かいうどん弁当,420,現金,tourist
2024/1/6 13:34,温かいうどん弁当,420,電子マネー,tourist
2024/1/6 12:15,温かいうどん弁当,420,カード,tourist
2024/1/6 16:15,温かいうどん弁当,420,カード,tourist
2024/1/6 15:36,豚汁セット,380,現金,tourist
2024/1/6 12:44,豚汁セット,380,現金,tourist
2024/1/6 18:09,豚汁セット,380,電子マネー,tourist
2024/1/6 15:27,豚汁セット,380,現金,tourist
2024/1/6 11:27,温かいうどん弁当,420,現金,tourist
2024/1/6 12:46,温かいうどん弁当,420,電子マネー,tourist
2024/1/6 13:51,崎陽軒風シウマイ弁当,1200,電子マネー,tourist
2024/1/6 12:58,温かいうどん弁当,420,現金,tourist
2024/1/6 13:50,豚汁セット,380,カード,tourist
2024/1/6 11:21,豚汁セット,380,現金,tourist
2024/1/6 14:11,崎陽軒風シウマイ弁当,1200,カード,tourist
2024/1/7 11:54,豚汁セット,380,カード,tourist
2024/1/7 15:18,温かいうどん弁当,420,電子マネー,tourist
2024/1/7 12:04,みなとみらい海鮮弁当,1150,現金,tourist
2024/1/7 16:27,横浜中華街弁当,980,現金,tourist
2024/1/7 11:43,温かいうどん弁当,420,カード,tourist
2024/1/7 13:28,みなとみらい海鮮弁当,1150,現金,tourist
2024/1/7 12:30,温かいうどん弁当,420,現金,tourist
2024/1/7 12:58,温かいうどん弁当,420,カード,tourist
2024/1/7 14:19,温かいうどん弁当,420,カード,tourist
2024/1/7 16:47,温かいうどん弁当,420,電子マネー,tourist
2024/1/7 14:11,豚汁セット,380,カード,tourist
2024/1/7 17:39,豚汁セット,380,現金,tourist
2024/1/7 11:10,みなとみらい海鮮弁当,1150,現金,tourist
2024/1/7 13:55,温かいうどん弁当,420,カード,tourist
2024/1/7 12:03,みなとみらい海鮮弁当,1150,電子マネー,tourist
2024/1/7 14:42,みなとみらい海鮮弁当,1150,現金,tourist
2024/1/7 14:36,横浜中華街弁当,980,カード,tourist
2024/1/7 14:27,豚汁セット,380,カード,tourist
2024/1/7 14:30,豚汁セット,380,現金,tourist
2024/1/7 13:03,豚汁セット,380,カード,tourist
2024/1/7 12:47,豚汁セット,380,電子マネー,tourist
2024/1/7 15:49,豚汁セット,380,カード,tourist
2024/1/7 13:24,温かいうどん弁当,420,電子マネー,tourist
2024/1/7 13:00,温かいうどん弁当,420,現金,tourist
2024/1/7 11:01,温かいうどん弁当,420,カード,tourist
2024/1/7 16:29,横浜中華街弁当,980,現金,tourist
2024/1/7 16:38,温かいうどん弁当,420,電子マネー,tourist
2024/1/7 13:49,温かいうどん弁当,420,電子マネー,tourist
2024/1/7 13:06,温かいうどん弁当,420,カード,tourist
2024/1/7 11:16,豚汁セット,380,現金,tourist
2024/1/8 12:07,温かいうどん弁当,420,現金,worker
2024/1/8 12:49,豚汁セット,380,カード,worker
2024/1/8 12:38,温かいうどん弁当,420,カード,worker
2024/1/8 12:54,豚汁セット,380,カード,worker
2024/1/8 12:10,温かいうどん弁当,420,現金,worker
2024/1/8 13:42,豚汁セット,380,カード,worker
2024/1/8 12:46,野菜たっぷり豚しゃぶ弁当,720,現金,worker
2024/1/8 12:05,豚汁セット,380,カード,worker
2024/1/8 12:27,豚汁セット,380,電子マネー,worker
2024/1/8 13:16,豚汁セット,380,電子マネー,worker
2024/1/8 12:26,豚汁セット,380,カード,worker
2024/1/8 17:11,豚汁セット,380,カード,worker
2024/1/8 11:03,豚汁セット,380,現金,worker
2024/1/8 13:15,豚汁セット,380,現金,worker
2024/1/8 11:43,野菜たっぷり豚しゃぶ弁当,720,カード,worker
2024/1/8 13:02,温かいうどん弁当,420,カード,worker
2024/1/8 12:43,温かいうどん弁当,420,電子マネー,worker
2024/1/8 13:17,温かいうどん弁当,420,電子マネー,worker
2024/1/8 12:15,豆腐ハンバーグ弁当,590,現金,worker
2024/1/8 12:37,豚汁セット,380,電子マネー,worker
2024/1/8 13:23,温かいうどん弁当,420,電子マネー,worker
2024/1/8 12:24,温かいうどん弁当,420,カード,worker
2024/1/8 12:27,豚汁セット,380,電子マネー,worker
2024/1/8 13:41,豚汁セット,380,カード,worker
2024/1/8 12:23,ヘルシー野菜カレー,620,電子マネー,worker
2024/1/8 13:09,豚汁セット,380,電子マネー,worker
2024/1/8 12:33,豚汁セット,380,カード,worker
2024/1/8 12:47,温かいうどん弁当,420,カード,worker
2024/1/8 13:19,ヘルシー野菜カレー,620,カード,worker
2024/1/8 13:28,温かいうどん弁当,420,電子マネー,worker
2024/1/8 16:11,温かいうどん弁当,420,カード,worker
2024/1/8 13:34,温かいうどん弁当,420,現金,worker
2024/1/8 13:54,豚汁セット,380,現金,worker
2024/1/8 14:54,豆腐ハンバーグ弁当,590,電子マネー,worker
2024/1/8 12:36,温かいうどん弁当,420,現金,worker
2024/1/8 13:21,豚汁セット,380,現金,worker
2024/1/8 13:07,温かいうどん弁当,420,カード,worker
2024/1/8 11:17,温かいうどん弁当,420,カード,worker
2024/1/8 12:04,豚汁セット,380,電子マネー,worker
2024/1/8 13:10,豚汁セット,380,現金,worker
2024/1/8 13:50,サラダチキン弁当,680,現金,worker
2024/1/8 12:59,温かいうどん弁当,420,電子マネー,worker
2024/1/8 12:47,ヘルシー野菜カレー,620,現金,worker
2024/1/8 15:46,豚汁セット,380,電子マネー,worker
2024/1/8 11:52,豚汁セット,380,カード,worker
2024/1/8 17:48,豚汁セット,380,現金,worker
2024/1/8 12:07,豚汁セット,380,カード,worker
2024/1/8 14:41,豚汁セット,380,現金,worker
2024/1/8 12:31,豚汁セット,380,カード,worker
2024/1/8 12:51,温かいうどん弁当,420,カード,worker
2024/1/8 13:33,温かいうどん弁当,420,カード,worker
2024/1/8 12:37,豚汁セット,380,現金,worker
2024/1/8 12:03,温かいうどん弁当,420,電子マネー,worker
2024/1/8 11:30,温かいうどん弁当,420,カード,worker
2024/1/8 12:38,豚汁セット,380,電子マネー,worker
2024/1/8 12:35,豚汁セット,380,現金,worker
2024/1/8 13:53,豚汁セット,380,カード,worker
2024/1/8 12:59,鮭の塩焼き弁当,650,現金,worker
2024/1/8 16:19,温かいうどん弁当,420,電子マネー,student
2024/1/8 14:14,豚汁セット,380,カード,student
2024/1/8 15:38,豚汁セット,380,電子マネー,student
2024/1/8 15:52,豚汁セット,380,現金,student
2024/1/8 17:07,温かいうどん弁当,420,カード,student
2024/1/8 15:07,豚汁セット,380,現金,student
2024/1/8 16:53,豚汁セット,380,カード,student
2024/1/8 13:37,豚汁セット,380,カード,student
2024/1/8 12:38,豚汁セット,380,現金,student
2024/1/8 17:16,温かいうどん弁当,420,電子マネー,student
2024/1/8 16:36,温かいうどん弁当,420,カード,student
2024/1/8 16:34,豚汁セット,380,カード,student
2024/1/8 15:02,豚汁セット,380,電子マネー,student
2024/1/8 16:49,牛丼弁当,380,電子マネー,student
2024/1/8 15:25,豚汁セット,380,電子マネー,student
2024/1/8 17:31,豚汁セット,380,現金,student
2024/1/8 16:02,焼肉弁当,480,現金,student
2024/1/8 16:18,豚汁セット,380,電子マネー,student
2024/1/8 15:20,豚汁セット,380,カード,student
2024/1/8 12:28,温かいうどん弁当,420,現金,student
